sleeve,kind,tf,sym,sharpe,mc_p5,mc_p50,max_dd,months_in_profit,ann_turnover,placebo_sharpe,n_obs,robust
BTCUSDT_1d_breakout,crypto,1d,BTCUSDT,0.45701103999269155,,,-0.1306130313732785,0.379746835443038,3.1833827534545884,0.6017057905403912,2404,False
ETHUSDT_1d_breakout,crypto,1d,ETHUSDT,0.7920342465993034,0.23362817613420406,0.8096511938316653,-0.1665603673749747,0.4177215189873418,2.2953509100864586,-0.3340578319386516,2404,True
BNBUSDT_1d_breakout,crypto,1d,BNBUSDT,0.9100610401909824,0.33666885894323517,0.9075632091824237,-0.13379505683061654,0.38461538461538464,2.4603262942545894,-0.5613850011447695,2364,True
XRPUSDT_1d_breakout,crypto,1d,XRPUSDT,0.5754237929451101,-0.21048880526376756,0.5594615948527315,-0.16513354393058122,0.27848101265822783,1.740308739023832,-0.007473402160428641,2399,False
SOLUSDT_1d_breakout,crypto,1d,SOLUSDT,0.12241469380973291,,,-0.2815837986439398,0.30985915492957744,1.7854389484778665,0.16807307143123482,2147,False
TRXUSDT_1d_breakout,crypto,1d,TRXUSDT,0.44673603066719275,,,-0.15969195967475514,0.3670886075949367,3.68874881415542,-0.16952602337727163,2390,False
DOGEUSDT_1d_breakout,crypto,1d,DOGEUSDT,0.4805169439103973,,,-0.2197112355179236,0.3698630136986301,2.079351909045479,0.41573014413325365,2213,False
ZECUSDT_1d_breakout,crypto,1d,ZECUSDT,0.2259505130149589,,,-0.28025606988967067,0.28205128205128205,1.7736261946669796,0.07289798275971578,2369,False
ADAUSDT_1d_breakout,crypto,1d,ADAUSDT,0.8411198338904832,0.20710454216218277,0.8552769750758351,-0.15651176764221275,0.379746835443038,1.8696710414646305,-0.26117667475529777,2374,True
XMRUSDT_1d_breakout,crypto,1d,XMRUSDT,-0.03414186947213746,,,-0.34986923089287914,0.2948717948717949,2.7005148279807325,-0.39827772063737493,2371,False
LINKUSDT_1d_breakout,crypto,1d,LINKUSDT,-0.0585905665038427,,,-0.34339357533185133,0.31645569620253167,2.151787514551102,-0.3059920367387919,2388,False
XLMUSDT_1d_breakout,crypto,1d,XLMUSDT,0.10409249273374288,,,-0.2914959196366532,0.189873417721519,2.0113481609239248,-0.14078774672729263,2385,False
BCHUSDT_1d_breakout,crypto,1d,BCHUSDT,-0.029687947452186145,,,-0.27839253208912207,0.27848101265822783,2.0485161503131852,-0.020431942235804332,2404,False
LTCUSDT_1d_breakout,crypto,1d,LTCUSDT,-0.19163367183463484,,,-0.33152831958609374,0.31645569620253167,2.324088065743941,-0.5982728041165258,2396,False
HBARUSDT_1d_breakout,crypto,1d,HBARUSDT,0.8725438812041246,0.23690060735998972,0.9020676215133294,-0.13074125223713728,0.38461538461538464,1.5709717016364906,-0.5997241589902591,1963,True
